Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
2018-05-03 21:00:00,BTCUSD,9660.0,9700.0,9636.53,9663.53,43.0,416230.21
2018-05-03 20:00:00,BTCUSD,9654.75,9670.05,9595.4,9660.0,76.08,733068.79
2018-05-03 19:00:00,BTCUSD,9647.68,9719.0,9616.0,9654.75,90.69,877168.76
2018-05-03 18:00:00,BTCUSD,9687.0,9751.0,9616.0,9647.68,254.45,2463609.58
2018-05-03 17:00:00,BTCUSD,9599.0,9687.0,9535.0,9687.0,202.11,1941771.88
2018-05-03 16:00:00,BTCUSD,9424.73,9599.0,9410.0,9599.0,163.81,1555079.2
2018-05-03 15:00:00,BTCUSD,9406.0,9460.0,9386.0,9424.73,78.79,742976.37
2018-05-03 14:00:00,BTCUSD,9450.0,9500.0,9400.0,9406.0,173.85,1643089.83
2018-05-03 13:00:00,BTCUSD,9325.48,9450.0,9300.51,9450.0,147.64,1382588.88
2018-05-03 12:00:00,BTCUSD,9177.0,9349.0,9175.17,9325.48,132.27,1224632.07
2018-05-03 11:00:00,BTCUSD,9209.2,9230.0,9165.0,9177.0,52.81,485246.86
2018-05-03 10:00:00,BTCUSD,9212.0,9239.0,9170.0,9209.2,67.2,618605.34
2018-05-03 09:00:00,BTCUSD,9220.0,9240.0,9168.0,9212.0,47.98,441517.44
2018-05-03 08:00:00,BTCUSD,9267.0,9276.5,9180.0,9220.0,55.89,515636.66
2018-05-03 07:00:00,BTCUSD,9214.78,9270.0,9186.8,9267.0,113.04,1041980.89
2018-05-03 06:00:00,BTCUSD,9205.88,9240.0,9173.57,9214.78,60.91,560539.25
2018-05-03 05:00:00,BTCUSD,9288.84,9299.64,9190.74,9205.88,52.04,481242.93
2018-05-03 04:00:00,BTCUSD,9264.15,9300.0,9252.25,9288.84,87.51,813026.79
2018-05-03 03:00:00,BTCUSD,9279.0,9283.5,9240.0,9264.15,61.66,571291.98
2018-05-03 02:00:00,BTCUSD,9234.96,9279.0,9180.0,9279.0,48.34,446785.37
2018-05-03 01:00:00,BTCUSD,9202.41,9268.04,9200.0,9234.96,31.91,294767.17
2018-05-03 00:00:00,BTCUSD,9232.0,9245.0,9190.2,9202.41,47.75,440251.09
2018-05-02 23:00:00,BTCUSD,9275.0,9284.11,9209.0,9232.0,47.67,440786.97
2018-05-02 22:00:00,BTCUSD,9250.0,9280.0,9209.0,9275.0,80.6,745383.12
2018-05-02 21:00:00,BTCUSD,9185.13,9250.0,9150.0,9250.0,74.15,682866.35
